Year,Month,Rainfall_mm,Max_Temp_C,Min_Temp_C,Block,DecadalAvg_Pre_m,DecadalAvg_Post_m,Soil_Type,pH,EC_µS_cm,Ca_mgL,Mg_mgL,Cl_mgL,F_mgL,NO3_mgL,TH_mgL_as_CaCO3
2007,Nov,173.4,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,,,,,,,,
2007,Nov,173.4,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2007,Nov,173.4,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2007,Nov,173.4,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2007,Nov,173.4,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2007,Nov,173.4,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,,,,,,,,
2007,Nov,173.4,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2007,Nov,173.4,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2007,Nov,173.4,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2007,Nov,173.4,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,,,,,,,,
2007,Nov,173.4,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2007,Nov,173.4,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2007,Dec,6.4,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,,,,,,,,
2007,Dec,6.4,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2007,Dec,6.4,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2007,Dec,6.4,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2007,Dec,6.4,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2007,Dec,6.4,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,,,,,,,,
2007,Dec,6.4,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2007,Dec,6.4,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2007,Dec,6.4,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2007,Dec,6.4,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,,,,,,,,
2007,Dec,6.4,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2007,Dec,6.4,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2008,Jan,0.0,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,,,,,,,,
2008,Jan,0.0,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2008,Jan,0.0,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2008,Jan,0.0,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2008,Jan,0.0,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2008,Jan,0.0,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,,,,,,,,
2008,Jan,0.0,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2008,Jan,0.0,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2008,Jan,0.0,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2008,Jan,0.0,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,,,,,,,,
2008,Jan,0.0,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2008,Jan,0.0,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2008,Feb,88.2,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,,,,,,,,
2008,Feb,88.2,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2008,Feb,88.2,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2008,Feb,88.2,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2008,Feb,88.2,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2008,Feb,88.2,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,,,,,,,,
2008,Feb,88.2,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2008,Feb,88.2,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2008,Feb,88.2,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2008,Feb,88.2,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,,,,,,,,
2008,Feb,88.2,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2008,Feb,88.2,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2008,Mar,175.5,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,,,,,,,,
2008,Mar,175.5,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2008,Mar,175.5,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2008,Mar,175.5,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2008,Mar,175.5,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2008,Mar,175.5,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,,,,,,,,
2008,Mar,175.5,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2008,Mar,175.5,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2008,Mar,175.5,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2008,Mar,175.5,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,,,,,,,,
2008,Mar,175.5,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2008,Mar,175.5,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2008,Apr,166.3,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,,,,,,,,
2008,Apr,166.3,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2008,Apr,166.3,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2008,Apr,166.3,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2008,Apr,166.3,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2008,Apr,166.3,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,,,,,,,,
2008,Apr,166.3,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2008,Apr,166.3,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2008,Apr,166.3,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2008,Apr,166.3,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,,,,,,,,
2008,Apr,166.3,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2008,Apr,166.3,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2008,May,127.8,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,,,,,,,,
2008,May,127.8,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2008,May,127.8,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2008,May,127.8,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2008,May,127.8,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2008,May,127.8,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,,,,,,,,
2008,May,127.8,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2008,May,127.8,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2008,May,127.8,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2008,May,127.8,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,,,,,,,,
2008,May,127.8,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2008,May,127.8,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2008,Jun,366.5,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,,,,,,,,
2008,Jun,366.5,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2008,Jun,366.5,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2008,Jun,366.5,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2008,Jun,366.5,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2008,Jun,366.5,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,,,,,,,,
2008,Jun,366.5,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2008,Jun,366.5,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2008,Jun,366.5,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2008,Jun,366.5,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,,,,,,,,
2008,Jun,366.5,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2008,Jun,366.5,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2008,Jul,660.7,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,,,,,,,,
2008,Jul,660.7,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2008,Jul,660.7,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2008,Jul,660.7,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2008,Jul,660.7,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2008,Jul,660.7,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,,,,,,,,
2008,Jul,660.7,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2008,Jul,660.7,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2008,Jul,660.7,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2008,Jul,660.7,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,,,,,,,,
2008,Jul,660.7,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2008,Jul,660.7,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2008,Aug,189.4,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,,,,,,,,
2008,Aug,189.4,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2008,Aug,189.4,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2008,Aug,189.4,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2008,Aug,189.4,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2008,Aug,189.4,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,,,,,,,,
2008,Aug,189.4,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2008,Aug,189.4,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2008,Aug,189.4,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2008,Aug,189.4,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,,,,,,,,
2008,Aug,189.4,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2008,Aug,189.4,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2008,Sep,332.6,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,,,,,,,,
2008,Sep,332.6,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2008,Sep,332.6,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2008,Sep,332.6,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2008,Sep,332.6,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2008,Sep,332.6,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,,,,,,,,
2008,Sep,332.6,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2008,Sep,332.6,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2008,Sep,332.6,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2008,Sep,332.6,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,,,,,,,,
2008,Sep,332.6,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2008,Sep,332.6,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2008,Oct,313.7,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,,,,,,,,
2008,Oct,313.7,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2008,Oct,313.7,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2008,Oct,313.7,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2008,Oct,313.7,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2008,Oct,313.7,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,,,,,,,,
2008,Oct,313.7,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2008,Oct,313.7,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2008,Oct,313.7,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2008,Oct,313.7,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,,,,,,,,
2008,Oct,313.7,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2008,Oct,313.7,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2008,Nov,122.3,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,,,,,,,,
2008,Nov,122.3,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2008,Nov,122.3,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2008,Nov,122.3,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2008,Nov,122.3,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2008,Nov,122.3,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,,,,,,,,
2008,Nov,122.3,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2008,Nov,122.3,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2008,Nov,122.3,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2008,Nov,122.3,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,,,,,,,,
2008,Nov,122.3,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2008,Nov,122.3,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2008,Dec,41.9,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,,,,,,,,
2008,Dec,41.9,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2008,Dec,41.9,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2008,Dec,41.9,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2008,Dec,41.9,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2008,Dec,41.9,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,,,,,,,,
2008,Dec,41.9,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2008,Dec,41.9,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2008,Dec,41.9,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2008,Dec,41.9,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,,,,,,,,
2008,Dec,41.9,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2008,Dec,41.9,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2009,Jan,1.7,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,8.75,161,13,3.9,20,0.34,3,48
2009,Jan,1.7,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2009,Jan,1.7,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2009,Jan,1.7,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2009,Jan,1.7,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2009,Jan,1.7,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,7.9,197,44,10,30,0.33,4.3,44
2009,Jan,1.7,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2009,Jan,1.7,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2009,Jan,1.7,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2009,Jan,1.7,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,8.28,523,29,1.9,41,0.13,5.4,80
2009,Jan,1.7,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2009,Jan,1.7,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2009,Feb,4.4,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,8.75,161,13,3.9,20,0.34,3,48
2009,Feb,4.4,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2009,Feb,4.4,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2009,Feb,4.4,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2009,Feb,4.4,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2009,Feb,4.4,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,7.9,197,44,10,30,0.33,4.3,44
2009,Feb,4.4,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2009,Feb,4.4,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2009,Feb,4.4,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2009,Feb,4.4,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,8.28,523,29,1.9,41,0.13,5.4,80
2009,Feb,4.4,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2009,Feb,4.4,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2009,Mar,45.3,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,8.75,161,13,3.9,20,0.34,3,48
2009,Mar,45.3,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2009,Mar,45.3,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2009,Mar,45.3,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2009,Mar,45.3,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2009,Mar,45.3,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,7.9,197,44,10,30,0.33,4.3,44
2009,Mar,45.3,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2009,Mar,45.3,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2009,Mar,45.3,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2009,Mar,45.3,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,8.28,523,29,1.9,41,0.13,5.4,80
2009,Mar,45.3,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2009,Mar,45.3,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2009,Apr,131.9,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,8.75,161,13,3.9,20,0.34,3,48
2009,Apr,131.9,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2009,Apr,131.9,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2009,Apr,131.9,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2009,Apr,131.9,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2009,Apr,131.9,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,7.9,197,44,10,30,0.33,4.3,44
2009,Apr,131.9,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2009,Apr,131.9,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2009,Apr,131.9,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2009,Apr,131.9,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,8.28,523,29,1.9,41,0.13,5.4,80
2009,Apr,131.9,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2009,Apr,131.9,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2009,May,256.4,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,8.75,161,13,3.9,20,0.34,3,48
2009,May,256.4,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2009,May,256.4,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2009,May,256.4,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2009,May,256.4,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2009,May,256.4,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,7.9,197,44,10,30,0.33,4.3,44
2009,May,256.4,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2009,May,256.4,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2009,May,256.4,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2009,May,256.4,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,8.28,523,29,1.9,41,0.13,5.4,80
2009,May,256.4,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2009,May,256.4,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2009,Jun,559.8,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,8.75,161,13,3.9,20,0.34,3,48
2009,Jun,559.8,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2009,Jun,559.8,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2009,Jun,559.8,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2009,Jun,559.8,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2009,Jun,559.8,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,7.9,197,44,10,30,0.33,4.3,44
2009,Jun,559.8,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2009,Jun,559.8,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2009,Jun,559.8,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2009,Jun,559.8,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,8.28,523,29,1.9,41,0.13,5.4,80
2009,Jun,559.8,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2009,Jun,559.8,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2009,Jul,503.3,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,8.75,161,13,3.9,20,0.34,3,48
2009,Jul,503.3,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2009,Jul,503.3,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2009,Jul,503.3,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2009,Jul,503.3,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2009,Jul,503.3,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,7.9,197,44,10,30,0.33,4.3,44
2009,Jul,503.3,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2009,Jul,503.3,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2009,Jul,503.3,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
2009,Jul,503.3,30.7,23.9,Pattanakad,1.98,0.9,Coastal Alluvium,8.28,523,29,1.9,41,0.13,5.4,80
2009,Jul,503.3,30.7,23.9,Thaikkatussery,2.23,1.06,Coastal Alluvium,,,,,,,,
2009,Jul,503.3,30.7,23.9,Veliyanad,0.84,0.45,Riverine Alluvium,,,,,,,,
2009,Aug,164.0,30.7,23.9,Ambalapuzha,2.2,1.1,Coastal Alluvium,8.75,161,13,3.9,20,0.34,3,48
2009,Aug,164.0,30.7,23.9,Aryad,1.62,0.88,Coastal Alluvium,,,,,,,,
2009,Aug,164.0,30.7,23.9,Bharanikkavu,7.91,6.27,Lateritic Soil,,,,,,,,
2009,Aug,164.0,30.7,23.9,Champakulam,1.5,0.44,Riverine Alluvium,,,,,,,,
2009,Aug,164.0,30.7,23.9,Chengannur,4.36,2.78,Lateritic Soil,,,,,,,,
2009,Aug,164.0,30.7,23.9,Haripad,1.65,0.71,Coastal Alluvium,7.9,197,44,10,30,0.33,4.3,44
2009,Aug,164.0,30.7,23.9,Kanjikuzhy,1.71,1.12,Lateritic Soil,,,,,,,,
2009,Aug,164.0,30.7,23.9,Mavelikkara,3.34,1.7,Lateritic Soil,,,,,,,,
2009,Aug,164.0,30.7,23.9,Muthukulam,2.89,1.57,Coastal Alluvium,,,,,,,,
